2024-06-22T21:37:12,5.000426,1580.265420
2024-06-22T21:38:05,5.000417,1638.863321
2024-06-22T21:39:05,5.000925,1678.489378
2024-06-22T21:40:05,5.000412,1693.060577
2024-06-22T21:41:05,5.000379,1648.475175
2024-06-22T21:42:05,5.000304,1550.705796
2024-06-22T21:43:05,5.000336,1624.890830
2024-06-22T21:44:05,5.000246,1624.120000
2024-06-22T21:45:05,5.000363,1560.686734
2024-06-22T21:46:05,5.000307,1587.902590
2024-06-22T21:47:05,5.000866,1640.915853
2024-06-22T21:48:05,5.000334,1658.889139
2024-06-22T21:49:05,5.000410,1679.862305
2024-06-22T21:50:05,5.000330,1677.289269
2024-06-22T21:51:05,5.000314,1599.499514
2024-06-22T21:52:05,5.000413,1695.459935
2024-06-22T21:53:05,5.000311,1712.293490
2024-06-22T21:54:05,5.000515,1742.220557
2024-06-22T21:55:05,5.000234,1682.321104
2024-06-22T21:56:05,5.000269,1739.906374
2024-06-22T21:57:05,5.000815,1811.504842
2024-06-22T21:58:05,5.000300,1902.885717
2024-06-22T21:59:05,5.000310,1705.294291
2024-06-22T22:00:05,5.000306,1687.496842
2024-06-22T22:01:05,5.000305,1681.297462
2024-06-22T22:02:06,5.000906,1625.505616
2024-06-22T22:03:05,5.000437,1694.851822
2024-06-22T22:04:05,5.000439,1680.252498
2024-06-22T22:05:05,5.000332,1592.894346
2024-06-22T22:06:05,5.000348,1616.887320
2024-06-22T22:07:05,5.000296,1679.900551
2024-06-22T22:08:05,5.000369,1743.471182
2024-06-22T22:09:05,5.000281,1633.708076
2024-06-22T22:10:05,5.000231,1742.319454
2024-06-22T22:11:05,5.000377,1629.077265
2024-06-22T22:12:05,5.000164,1432.953024
2024-06-22T22:13:05,5.000152,1772.346039
2024-06-22T22:14:05,5.000753,1666.149103
2024-06-22T22:15:05,5.000262,1742.308862
2024-06-22T22:16:05,5.000409,1770.255317
2024-06-22T22:17:05,5.000430,1542.867391
2024-06-22T22:18:05,5.000358,1636.482950
2024-06-22T22:19:05,5.000355,1643.283482
2024-06-22T22:20:05,5.000391,1476.484431
2024-06-22T22:21:06,5.000372,1476.490204
2024-06-22T22:22:05,5.000253,1532.522393
2024-06-22T22:23:05,5.000390,1619.873556
2024-06-22T22:24:05,5.000353,1607.686619
2024-06-22T22:25:05,5.000265,1546.318192
2024-06-22T22:26:05,5.000378,1616.677814
2024-06-22T22:27:05,5.000290,1577.508380
2024-06-22T22:28:05,5.000342,1588.091522
2024-06-22T22:29:05,5.000292,1577.707804
2024-06-22T22:30:05,5.000352,1569.689374
2024-06-22T22:31:05,5.000443,1570.860902
2024-06-22T22:32:05,5.000621,1512.412242
2024-06-22T22:33:05,5.000250,1626.918815
2024-06-22T22:34:05,5.000399,1497.480467
2024-06-22T22:35:05,5.000082,1586.374130
2024-06-22T22:36:10,10.000223,1595.664448
2024-06-22T22:37:10,10.000239,1753.558004
2024-06-22T22:38:11,10.000351,1844.235320
2024-06-22T22:39:10,10.000265,1820.651839
2024-06-22T22:40:10,10.000215,1675.363951
2024-06-22T22:41:10,10.000295,1745.948570
2024-06-22T22:42:10,10.000272,1619.656017
2024-06-22T22:43:10,10.000286,1578.554837
2024-06-22T22:44:10,10.000297,1637.251440
2024-06-22T22:45:10,10.000249,1580.460661
2024-06-22T22:46:10,10.000389,1643.336058
2024-06-22T22:47:10,10.000179,1778.568197
2024-06-22T22:48:10,10.000221,1808.360054
2024-06-22T22:49:10,10.000219,1660.463717
2024-06-22T22:50:10,10.000265,1740.753828
2024-06-22T22:51:10,10.000225,1771.260219
2024-06-22T22:52:10,10.000222,1731.661583
2024-06-22T22:53:10,10.000279,1572.756128
2024-06-22T22:54:10,10.000265,1610.657240
2024-06-22T22:55:10,10.000277,1636.954727
2024-06-22T22:56:10,10.000456,1611.826543
2024-06-22T22:57:11,10.000296,1690.250050
2024-06-22T22:58:10,10.000217,1591.665524
2024-06-22T22:59:10,10.000569,1653.005986
2024-06-22T23:00:10,10.000283,1621.054046
2024-06-22T23:01:10,10.000290,1505.156291
2024-06-22T23:02:10,10.000213,1653.964845
2024-06-22T23:03:10,10.000590,1596.005898
2024-06-22T23:04:10,10.000313,1839.842361
2024-06-22T23:05:10,10.000338,1762.540412
2024-06-22T23:06:10,10.000219,1844.459675
2024-06-22T23:07:10,10.000290,1538.655337
2024-06-22T23:08:10,10.000350,1756.138577
2024-06-22T23:09:10,10.000115,1796.079381
2024-06-22T23:10:10,10.000768,1717.468169
2024-06-22T23:11:10,10.000362,1738.137052
2024-06-22T23:12:10,10.000286,1745.750137
2024-06-22T23:13:10,10.000167,1758.170574
2024-06-22T23:14:10,10.000358,1740.837639
2024-06-22T23:15:10,10.000176,1631.271258
2024-06-22T23:16:10,10.000320,1556.250151
2024-06-22T23:17:10,10.000230,1824.958034
2024-06-22T23:18:10,10.000382,1631.837614
2024-06-22T23:19:10,10.000340,1734.940973
2024-06-22T23:20:10,10.000230,1794.558712
2024-06-22T23:21:10,10.000318,1712.545594
2024-06-22T23:22:10,10.000309,1704.847403
2024-06-22T23:23:10,10.000293,1750.048742
2024-06-22T23:24:10,10.000302,1507.054440
2024-06-22T23:25:10,10.000198,1706.366172
2024-06-22T23:26:10,10.000201,1681.266249
2024-06-22T23:27:10,10.000284,1711.151390
2024-06-22T23:28:10,10.000286,1762.249519
2024-06-22T23:29:10,10.000256,1774.754640
2024-06-22T23:30:10,10.000189,1556.970582
2024-06-22T23:31:10,10.000313,1766.944624
2024-06-22T23:32:10,10.000227,1701.561338
2024-06-22T23:33:10,10.000322,1783.142671
